url,zone,days,total invested,deposits number,TopListPrc,monitors number,design,text,licence,forums,reviews,listings,firstLap,plans
starvest.club,club,-1,20,1,0,1,4,1,1,0,0,50.00,-1,15.0
profitrader.pro,pro,4,79,7,0,1,6,5,0,0,0,0.00,0,10.0
hourfab.com,com,3,491,37,10,10,6,10,1,11,0,215.00,1,18.0
new.metaltrade.network,metaltrade,35,-1,-1,0,1,1,1,1,18,0,0.00,0,0.4
hourly-express.pw,pw,-1,-1,-1,-1,-1,12,54,1,0,0,-1,-1,152.0
affinage.site,site,-1,-1,-1,-1,-1,18,0,1,1,0,-1,-1,4.8
traveldream.io,io,11,2383,69,20,10,13,21,1,28,1,1,0,1.2
magicearn.pw,pw,-1,-1,-1,0,2,6,0,1,8,0,35.00,-1,140.0
bitip.space,space,-1,21,3,0,4,13,35,1,5,0,95.00,-1,45.0
giftive.io,io,4,2570,52,0,6,1,0,1,29,0,357.00,0,9.0
cryptohours.pw,pw,-1,-1,-1,0,1,8,25,1,0,0,10.00,-1,128.0
hourlyprofit.online,online,2,918,12,0,1,2,1,0,0,1,0.00,0,28.8
webprofit.today,today,1,-1,-1,0,1,3,2,1,0,0,0.00,0,12.0
profimed.today,today,6,9773,280,35.71,14,1,1,1,3,10,437.00,1,3.0
ckmm.club,club,10,-1,-1,0,1,2,0,1,0,0,10.00,1,5.0
btcmamtrade.com,com,8,250,4,0,1,0,0,1,11,0,19.00,1,2.0
coinblock.casa,casa,-1,15,1,0,2,21,25,1,8,0,35.00,-1,470.0
air-drops.fun,fun,13,-1,-1,-1,-1,0,0,0,2,0,-1,-1,-1
amolo.biz,biz,4,238,7,0,2,0,18,1,29,0,65.00,1,10.0
turbomajor.org,org,10,-1,-1,-1,-1,0,0,0,4,0,-1,-1,-1
trader-expart.pw,pw,-1,-1,-1,-1,-1,5,32,1,0,0,-1,-1,100.0
royal-garden-game.ru,ru,7,-1,-1,-1,-1,0,0,1,4,0,-1,-1,-1
bit-gains.pw,pw,-1,-1,-1,100,1,23,314,1,0,0,0.00,-1,140.0
bitcoinwinners.pw,pw,-1,-1,-1,100,1,11,33,1,0,0,0.00,-1,134.0
turbohourly.com,com,-1,9,3,100,1,26,30,1,12,0,30.00,-1,180.0
nexsman.com,com,9,760,76,12.5,8,4,3,0,13,4,54.00,0,10.0
makemoneywork.win,win,-1,-1,-1,100,1,13,0,1,0,0,0.00,-1,10.0
investmoney.site,site,-1,-1,-1,-1,-1,0,0,0,1,0,-1,-1,-1
bitcoinwealth.pw,pw,-1,-1,-1,0,2,45,106,1,8,0,35.00,-1,150.0
incomebank.pw,pw,-1,-1,-1,0,2,31,36,1,8,0,35.00,-1,149.0
megapays.best,best,1,-1,-1,0,1,1,1,0,0,1,0.00,0,50.0
masterbit.pw,pw,-1,-1,-1,0,1,8,8,1,0,0,10.00,-1,220.0
cryptoball.club,club,-1,-1,-1,0,2,36,33,1,0,0,25.00,-1,10.0
cameofundslimited.net,net,11,-1,-1,0,1,3,0,0,0,0,120.00,0,7.5
interesthigh.com,com,-1,118,20,100,1,5,5,1,12,0,30.00,-1,176.0
cryptodium.org,org,6,6947,298,0,6,0,0,0,27,0,159.00,1,8.0
violla.pro,pro,2,6,1,0,1,0,0,0,0,0,19.00,1,20.0
roza-invest.fun,fun,-1,-1,-1,-1,-1,1,0,0,1,0,-1,-1,33.0
paydays.casa,casa,-1,-1,-1,0,2,20,53,1,8,0,35.00,-1,-1
payromax.com,com,5,-1,-1,0,1,5,0,1,0,0,0.00,0,0.5
bitequence.info,info,-1,-1,-1,0,1,33,66,1,0,0,10.00,-1,15.0
coinglobals.com,com,8,245,11,14.29,7,155,192,1,16,0,143.00,1,4.0
fxprofit.press,press,-1,10,1,22.22,9,11,9,1,0,1,90.00,-1,1.0
incube.fun,fun,1,2220,58,0,1,0,10,1,0,1,0.00,0,5.0
forexbits.icu,icu,-1,-1,-1,0,1,17,40,1,7,0,5.00,-1,-1
gainday.biz,biz,4,467,31,14.29,7,0,1,1,9,1,119.00,1,7.2
strong-bit.biz,biz,5,416,14,0,9,0,0,1,11,2,235.00,1,3.0
jglobal.fun,fun,-1,-1,-1,-1,-1,3,0,0,2,0,-1,-1,14.0
cryptoearns.com,com,6,1917,40,9.09,11,0,20,1,22,1,1,0,6.0
hourcashpay.com,com,14,5124,312,0,10,2,2,1,29,0,263.00,1,26.4
paybit-forex.pw,pw,-1,-1,-1,0,1,12,65,1,0,0,10.00,-1,92.0
assurance.host,host,-1,-1,-1,0,1,1,0,1,5,0,0.00,-1,20.0
bigbag.live,live,9,664,35,42.86,7,1,0,0,4,5,219.00,1,2.0
vexani.co,co,6,506,17,0,7,704,626,1,24,0,168.00,0,0.44
you-broker.site,site,1,10,7,0,1,6,2,1,0,0,30.00,0,4.62
hyipprofits.com,com,13,-1,-1,0,1,1,3,0,0,0,10.00,0,14.0
hoursgain.online,online,-1,-1,-1,-1,-1,88,93,1,0,0,-1,-1,96.0
cryptoway.casa,casa,-1,-1,-1,0,2,39,41,1,8,0,35.00,-1,115.0
egggoldenhours.com,com,-1,521,84,14.29,14,1,0,1,22,0,189.00,-1,18.0
bitsends.com,com,13,-1,-1,50,2,0,2,1,17,0,49.00,1,1.0
cryptoassets.pw,pw,-1,-1,-1,0,1,5,27,1,0,0,10.00,-1,51.0
mega-bonus.website,website,2,-1,-1,0,1,4,0,1,2,0,0.00,1,25.0
deliciouscakes.biz,biz,4,170,12,9.09,11,3,0,1,26,1,1,0,11.5
erfinance.biz,biz,7,946,68,0,5,0,0,1,10,0,148.00,1,3.0
felonex.pro,pro,-1,-1,-1,0,1,2,11,1,1,0,0.00,-1,50.0
cashdoubler.icu,icu,-1,-1,-1,0,2,19,19,1,8,0,35.00,-1,-1
30roi.com,com,39,-1,-1,0,1,1,0,0,0,0,10.00,1,15.0
animal-run.org,org,15,4973,109,20,5,0,0,0,9,4,200.00,0,10.0
chatram.ru,ru,13,-1,-1,-1,-1,6,0,0,2,0,-1,-1,13.33
cointritium.com,com,-1,-1,-1,0,1,7,13,1,0,0,15.00,-1,5.0
matefun.org,org,19,680,18,25,12,2,46,1,23,3,1,1,1.2
goldsuccess2007.com,com,6,124,7,0,5,10,70,1,8,0,49.00,1,3.0
bitkind.biz,biz,12,5950,102,25,12,1,0,1,28,6,667.00,1,8.16
superroi.net,net,7,1877,105,6.67,15,0,0,1,12,1,323.00,1,27.6
bitcointradex.biz,biz,-1,-1,-1,-1,-1,4,3,1,1,0,-1,-1,4.0
exellors.com,com,7,5051,108,14.29,14,1,0,1,25,2,511.00,1,1.15
money-boxcoin.com,com,12,-1,-1,0,2,7,3,1,0,0,40.00,1,3.96
top-investor.site,site,15,-1,-1,-1,-1,0,0,0,1,0,-1,1,60.0
smartroi.biz,biz,11,140,6,0,2,2,2,1,25,0,80.00,0,8.0
walletcash.pw,pw,-1,-1,-1,0,2,17,13,1,8,0,35.00,-1,88.0
all-chicago.site,site,15,-1,-1,0,1,3,0,1,18,0,0.00,0,22.0
moneybox.fun,fun,-1,-1,-1,0,1,9,0,0,9,0,10.00,-1,2.0
avonfx.com,com,7,3231,131,21.43,14,0,1,1,26,1,1,1,3.6
hyipthegame.net,net,1,183,7,0,2,765,666,1,22,0,50.00,0,4.25
zodobit.com,com,16,-1,-1,0,1,0,0,0,0,0,49.00,0,1.5
cryptochange.live,live,1,636,46,0,3,1,1,1,9,0,84.00,0,4.75
doublix.io,io,7,-1,-1,0,1,0,0,0,0,0,0.00,0,19.2
darkhash.io,io,-1,-1,-1,100,1,1,1,0,0,0,0.00,-1,10.0
instant-crypto.pw,pw,-1,-1,-1,-1,-1,10,145,1,0,0,-1,-1,68.57
mister-dollar.com,com,17,9116,1036,25,8,33,0,1,7,2,1,1,4.58
unityforex.icu,icu,-1,-1,-1,0,2,21,20,1,8,0,35.00,-1,240.0
altrofx.com,com,-1,-1,-1,0,1,36,126,1,0,0,10.00,-1,10.0
manfri.biz,biz,-1,-1,-1,-1,-1,2,2,0,15,0,-1,-1,50.0
coinfactory.biz,biz,6,977,97,20,10,2,1,1,30,1,209.00,1,5.0
hourcoin.club,club,-1,-1,-1,50,2,28,19,1,1,0,40.00,-1,700.0
randomix.org,org,12,22615,1220,35.29,17,0,0,0,14,10,353.00,1,5.0
tradinginvest.co,co,-1,25,4,44.44,9,5,75,1,4,1,195.00,-1,48.0
drivercash.ru,ru,737887,-1,-1,-1,-1,3,0,0,4,0,-1,-1,-1
cashmirror.icu,icu,-1,-1,-1,0,1,2,2,1,5,0,5.00,-1,35.0
btcfxsignal.com,com,11,7285,15,0,3,0,0,1,14,0,24.00,1,2.0
12dailyhyip.com,com,7,235,7,0,2,765,666,1,0,0,40.00,0,9.5
bit-coin.store,store,-1,-1,-1,0,1,28,39,1,7,0,10.00,-1,65.0
fxtrading.ltd,ltd,13,-1,-1,0,1,1,1,1,0,0,120.00,1,1.5
eartup.top,top,7,1928,81,0,3,2,16,1,13,3,0.00,1,10.0
investbitcoin.pw,pw,-1,-1,-1,0,1,7,91,1,0,0,10.00,-1,6.0
crypto-hunters.pw,pw,-1,-1,-1,0,1,8,54,1,0,0,10.00,-1,24.0
tengolden.com,com,-1,4,2,100,1,4,4,1,12,0,30.00,-1,25.2
goldworld.pw,pw,-1,-1,-1,0,2,2,2,1,8,0,35.00,-1,95.0
envion.network,network,6,4743,284,0,5,1,0,1,9,0,502.00,1,4.0
right-direction.club,club,3,23,7,0,1,4,1,1,7,0,30.00,1,25.0
acmex-corporation.com,com,10,-1,-1,0,2,12,10,1,0,2,300.00,1,12.0
btc-rush.org,org,11,18,2,0,1,1,1,0,4,0,50.00,0,200.0
neurocyte.biz,biz,8,5010,327,8.33,12,0,0,0,24,3,591.00,1,5.0
fxcashbank.com,com,-1,10,1,0,1,80,166,1,1,0,25.00,-1,24.0
centralhyip.com,com,-1,18,3,0,1,3,0,1,10,0,15.00,-1,172.0
hourwell.com,com,4,-1,-1,0,1,1,1,0,20,0,50.00,1,10.0
invest-profit.biz,biz,-1,-1,-1,-1,-1,0,0,0,1,0,-1,-1,100.0
bitox.biz,biz,18,736,68,0,3,1,2,0,4,1,79.00,1,4.0
btcfinance.casa,casa,-1,-1,-1,0,2,16,14,1,8,0,35.00,-1,-1
airlyne.biz,biz,24,3460,54,0,11,0,0,1,22,4,1,0,5.0
ontrust.biz,biz,20,-1,-1,0,1,19,160,1,3,0,40.00,1,2.4
stomani.xyz,xyz,4,51,16,0,5,0,0,0,13,3,0.00,1,7.0
explosion.world,world,14,2510,73,0,2,0,0,0,1,0,79.00,1,2.0
royale.cash,cash,4,4309,82,14.29,7,0,0,0,30,1,496.00,0,15.0
moneyisland.ga,ga,-1,-1,-1,-1,-1,5,0,1,0,1,-1,-1,6.0
cryptoboss.cc,cc,22,332,12,0,2,6,70,1,0,0,149.00,0,2.0
tornado-cash.biz,biz,3,449,24,0,2,1,0,0,0,0,49.00,1,4.0
chance-profit.info,info,423,-1,-1,0,1,2,0,0,0,0,10.00,1,5.0
hourly-benefit.pw,pw,-1,-1,-1,0,1,15,29,1,0,0,10.00,-1,116.0
nodeflex.net,net,-1,-1,-1,0,1,32,59,1,0,0,10.00,-1,20.0
expmining.com,com,57,-1,-1,0,1,0,0,0,0,0,0.00,-1,2.22
fx-hourly.com,com,4,673,112,40,5,6,7,1,13,0,90.00,1,72.0
megaforex.icu,icu,-1,-1,-1,0,2,6,6,1,8,0,35.00,-1,148.0
libertycash.club,club,-1,-1,-1,-1,-1,58,3,0,4,0,-1,-1,-1
binance-coin.one,one,10,35,3,11.11,9,2,0,1,10,5,448.00,0,15.0
jobjapan.pw,pw,-1,-1,-1,0,1,16,0,1,0,0,10.00,-1,28.8
v-reborn.io,io,8,2330,73,23.08,13,0,6,1,26,7,1,0,6.0
zoffibot.com,com,20,-1,-1,-1,-1,5,37,1,28,0,-1,1,10.0
lifeinsurancelic.cc,cc,-1,25,3,0,2,7,137,1,0,0,29.00,-1,10.0
wildisland.fun,fun,11,350,2,20,5,5,0,0,0,0,90.00,1,6.0
nameham.com,com,1,96,20,0,1,1,1,1,0,0,0.00,0,25.0
iic-project.com,com,14,10635,433,21.05,38,0,0,1,32,16,3,1,48.0
netcrypto.ltd,ltd,1,1761,99,14.29,7,1,10,1,25,0,667.00,0,6.0
hourly-finance.pw,pw,-1,-1,-1,-1,-1,10,25,1,0,0,-1,-1,104.0
eprofithub.io,io,31,350,1,66.67,3,0,0,1,2,2,1,0,6.0
accesshyip.com,com,-1,116,22,0,1,43,36,1,10,0,15.00,-1,51.43
fasul.ml,ml,-1,-1,-1,-1,-1,1,3,1,0,1,-1,-1,2.1
evanatrade.com,com,28,6435,60,0,2,765,662,1,1,0,49.00,1,0.8
tinik.in,in,-1,-1,-1,-1,-1,0,0,0,15,0,-1,-1,50.0
secureinvest.trade,trade,-1,-1,-1,-1,-1,53,110,1,0,0,-1,-1,10.0
coindoubler.club,club,-1,-1,-1,-1,-1,21,44,1,0,0,-1,-1,100.0
bitblocks.biz,biz,10,180,18,20,5,2,0,1,22,0,30.00,0,6.0
cheapest.pw,pw,-1,25,2,0,1,69,3,1,0,0,10.00,-1,4.35
hourlybitmine.club,club,-1,-1,-1,-1,-1,111,11,1,0,0,-1,-1,34.4
robobank.org,org,10,859,55,40,10,4,3,1,22,6,229.00,1,3.0
coinstop.casa,casa,-1,-1,-1,0,2,12,50,1,8,0,35.00,-1,-1
stolaif.com,com,14,-1,-1,0,1,2,14,0,0,0,0.00,1,20.0
crypt.systems,systems,-1,100,1,0,1,6,7,1,14,0,20.00,-1,3.0
dfbank.biz,biz,-1,-1,-1,-1,-1,765,660,1,0,0,-1,-1,0.5
perfectum-plus.com,com,7,-1,-1,0,2,0,0,1,7,1,10.00,1,50.0
crypto-income.club,club,-1,-1,-1,-1,-1,7,132,1,0,0,-1,-1,110.0
netpaid.cc,cc,-1,7,2,0,1,2,18,1,8,0,15.00,-1,20.0
goldtrading.icu,icu,-1,-1,-1,0,2,4,4,1,8,0,35.00,-1,-1
hourcoin.xyz,xyz,-1,15,2,0,1,4,38,1,0,0,89.00,-1,15.6
richesbet.com,com,7,2111,54,18.18,11,5,16,1,23,0,1,-1,7.0
cashflex.biz,biz,2,3161,147,18.18,11,0,5,1,13,0,1,1,4.0
fire-safety.world,world,8,250,4,25,4,1,2,0,20,0,99.00,1,2.1
fairinvest.io,io,14,-1,-1,100,1,0,3,0,0,0,300.00,-1,3.5
justness.biz,biz,21,5226,73,12.5,16,0,0,0,20,3,1,1,2.1
minerscash.com,com,-1,828,122,0,1,4,18,1,11,0,15.00,-1,0.8
spdoge.biz,biz,28,-1,-1,-1,-1,0,4,1,6,0,-1,0,4.0
btctwist.com,com,-1,28,5,100,1,19,64,1,8,0,30.00,-1,176.0
forexshares.xyz,xyz,-1,-1,-1,0,2,33,67,1,8,0,35.00,-1,130.0
criptarea.com,com,10,144,9,0,5,17,0,1,0,0,105.00,1,29.88
fishing-break.online,online,63,-1,-1,-1,-1,1,0,0,4,0,-1,-1,1.17
axioma.vip,vip,4,6041,313,0,8,5,0,0,3,3,114.00,1,4.62
grommoney.cf,cf,-1,-1,-1,-1,-1,3,0,1,0,1,-1,-1,5.5
infisk.com,com,16,331,22,0,3,0,0,1,9,1,139.00,0,0.57
chainbitcoin.club,club,-1,-1,-1,0,1,17,49,1,0,0,10.00,-1,100.0
royelsecurity.trade,trade,-1,-1,-1,0,2,21,43,1,0,0,25.00,-1,10.0
luxiotrade.com,com,-1,-1,-1,0,1,39,36,1,0,0,10.00,-1,5.0
avonforex.com,com,4,240,10,0,1,4,4,1,19,0,100.00,0,11.0
cryptoengine.icu,icu,-1,-1,-1,0,2,6,11,1,8,0,35.00,-1,180.0
ddfutures2.ga,ga,-1,-1,-1,-1,-1,7,0,1,0,1,-1,-1,-1
riacoin.ml,ml,-1,-1,-1,-1,-1,5,0,1,0,1,-1,-1,14.0
33parrots.info,info,7,-1,-1,-1,-1,6,0,0,2,0,-1,1,25.0
quickinvest.club,club,-1,-1,-1,-1,-1,8,52,1,0,0,-1,-1,104.0
raidon.io,io,20,26371,587,9.09,11,1,0,0,25,4,184.00,1,37.0
successcapital.net,net,16,3412,37,18.75,16,2,1,1,1,3,189.00,1,24.0
thegold.casa,casa,-1,-1,-1,0,1,2,18,1,7,0,5.00,-1,-1
orgytrade.com,com,11,87,7,0,10,11,69,1,16,0,120.00,1,3.0
hourfreedom.com,com,3,890,38,0,5,0,1,1,18,0,374.00,0,34.8
hotlot.cc,cc,12,449,5,28.57,7,0,0,0,0,5,65.00,1,24.0
bethive.club,club,-1,-1,-1,-1,-1,9,0,1,0,0,-1,-1,15.0
phoenixbet.biz,biz,38,-1,-1,50,2,1,3,0,0,1,10.00,-1,-1
cryptoria.pro,pro,5,-1,-1,-1,-1,5,1,1,0,0,-1,0,14.0
viralgolden.com,com,-1,839,129,50,2,0,10,1,9,0,45.00,-1,176.0
optimus.mvg.dev,mvg,17,7006,108,58.82,17,0,0,0,32,4,4,1,2.4
btccare.icu,icu,-1,-1,-1,-1,-1,15,36,1,0,0,-1,-1,44.0
hourly-crypto.pw,pw,-1,-1,-1,-1,-1,6,4,1,0,0,-1,-1,88.0
rich-life24.site,site,2,-1,-1,0,2,21,0,1,2,1,99.00,1,44.0
cash-bot.biz,biz,7,-1,-1,-1,-1,0,0,1,10,0,-1,1,25.0
g-crypto.cc,cc,10,1802,117,11.11,9,0,0,0,4,6,69.00,1,8.0
supermoney.host,host,-1,-1,-1,-1,-1,134,129,1,0,0,-1,-1,74.88
goldhour.club,club,-1,-1,-1,-1,-1,4,4,1,0,0,-1,-1,34.4
eufr.gq,gq,-1,-1,-1,-1,-1,108,14,1,0,1,-1,-1,4.8
jetbalance.cf,cf,-1,-1,-1,-1,-1,2,2,1,0,1,-1,-1,4.0
crypto-pay.club,club,-1,-1,-1,-1,-1,53,356,1,0,0,-1,-1,140.0
rockcoins.pw,pw,-1,-1,-1,0,1,53,92,1,7,0,5.00,-1,140.0
coinvip.club,club,-1,20,2,0,1,69,2,1,0,0,15.00,-1,5.0
evulution-trade.com,com,-1,-1,-1,0,1,4,6,1,0,0,15.00,-1,0.67
officialcredit.ru,ru,1,-1,-1,-1,-1,1,1,0,1,0,-1,0,15.0
eliteearn.info,info,-1,-1,-1,-1,-1,35,86,1,0,0,-1,-1,100.0
btcsonic.io,io,16,1532,22,7.69,13,0,0,1,14,8,717.00,1,2.1
hourslab.com,com,4,1435,103,0,8,0,2,1,19,1,253.00,1,36.0
weeklybum.com,com,20,-1,-1,-1,-1,1,0,1,1,0,-1,-1,-1
globalinvestlimited.com,com,-1,-1,-1,0,1,3,0,1,1,0,15.00,-1,5.5
marfa-group.online,online,1,-1,-1,0,1,2,0,1,0,1,0.00,0,20.0
franceeuro.club,club,-1,-1,-1,-1,-1,111,13,1,0,0,-1,-1,80.0
success-hourly.club,club,-1,-1,-1,-1,-1,13,5,1,0,0,-1,-1,53.6
hourgain.biz,biz,37,14813,769,4.76,42,0,0,1,16,6,419.00,1,34.8
aeonex.ltd,ltd,16,4150,104,0,8,646,0,1,20,0,193.00,1,1.3
btctr24.com,com,23,220,13,5.56,18,0,1,0,24,0,482.00,-1,5.0
onlinemagic.icu,icu,-1,-1,-1,0,1,16,6,1,0,0,5.00,-1,100.0
cryptake.cc,cc,6,1200,78,11.76,17,3,3,1,26,1,751.00,1,1.44
ethereal-systems.net,net,31,1225,10,0,8,1,0,0,27,0,129.00,-1,3.2
ratobus.ga,ga,-1,-1,-1,-1,-1,21,5,1,0,1,-1,-1,1.0
air-drop.online,online,26,695,26,11.11,9,0,0,0,0,6,475.00,-1,-1
finstable.club,club,-1,-1,-1,-1,-1,14,54,1,4,0,-1,-1,4.0
passive-money.club,club,-1,-1,-1,-1,-1,81,207,1,0,0,-1,-1,88.0
bitbase.pro,pro,-1,-1,-1,-1,-1,43,34,1,0,0,-1,-1,34.4
fundsy.pro,pro,13,656,24,0,4,0,15,1,0,3,0.00,-1,5.0
one-profit.com,com,8,4268,292,20,10,2,0,1,11,7,55.00,1,10.0
profittrade.org,org,20,3595,43,0,10,762,614,1,23,0,516.00,-1,0.71
easyspend.casa,casa,-1,-1,-1,0,1,4,4,1,7,0,5.00,-1,-1
bit-hours.biz,biz,5,1760,120,0,5,3,1,1,20,0,178.00,1,4.3
adolno.com,com,-1,137,26,-1,-1,13,14,1,7,0,-1,-1,11.0
cashfortune.pw,pw,-1,-1,-1,0,1,36,28,1,7,0,5.00,-1,-1
dollarex.biz,biz,19,-1,-1,0,1,2,1,0,0,1,110.00,1,1.0
bitcoin-rise.pw,pw,-1,-1,-1,-1,-1,12,52,1,0,0,-1,-1,116.0
worldfranchisepro.net,net,13,130,9,0,3,2,2,1,16,0,50.00,1,25.68
doublecoin.pro,pro,-1,-1,-1,-1,-1,1,7,0,0,0,-1,-1,100.0
b-community.biz,biz,8,17641,104,21.43,14,0,0,1,26,3,1,1,4.0
kryptobitonline.com,com,-1,-1,-1,-1,-1,11,8,1,1,0,-1,-1,20.0
btc2xreturn.com,com,-1,-1,-1,-1,-1,1,11,0,0,0,-1,-1,100.0
uptrendcapital.biz,biz,19,2545,26,25,20,0,0,1,29,0,490.00,0,2.2
bitqam.io,io,30,3453,76,25,16,0,0,1,21,7,941.00,1,4.8
amerikan.ml,ml,-1,-1,-1,-1,-1,16,106,1,0,1,-1,-1,7.2
coinumex.com,com,21,7645,139,0,4,764,561,1,20,0,149.00,1,1.5
actinys.com,com,6,1794,89,20,5,0,0,0,18,0,353.00,1,4.08
kingtitans.com,com,-1,-1,-1,-1,-1,12,44,1,1,0,-1,-1,0.4
usafund.site,site,-1,-1,-1,-1,-1,16,169,1,0,0,-1,-1,92.0
hourbet.club,club,-1,-1,-1,-1,-1,99,121,1,0,0,-1,-1,80.0
minecypher.com,com,5,78,1,0,1,0,0,0,0,0,0.00,1,18.0
bitcoinzanos.com,com,-1,29,9,100,1,19,42,1,7,0,30.00,-1,180.0
btcwdaily.com,com,5,110,11,0,9,20,256,1,16,0,213.00,0,4.32
goldpay.casa,casa,-1,-1,-1,0,1,47,18,1,7,0,5.00,-1,195.0
bitnex.online,online,-1,-1,-1,0,1,2,17,1,0,1,0.00,-1,50.0
q-hours.icu,icu,-1,-1,-1,0,2,9,0,1,4,0,10.00,-1,54.86
leverage.finance,finance,9,1713,58,0,7,633,658,1,19,0,128.00,1,2.0
globalbank-inv.com,com,3,177,10,0,1,0,0,1,14,0,5.00,0,25.92
petrados.biz,biz,25,21524,694,10,10,0,496,1,24,1,477.00,1,3.0
sig-total.com,com,34,-1,-1,0,1,2,0,0,0,1,200.00,-1,1.8
merchantfinance.cc,cc,-1,-1,-1,-1,-1,18,14,1,0,0,-1,-1,8.0
justgetrich.monster,monster,9,1606,58,0,5,1,0,0,9,1,99.00,1,5.0
todayshare.pw,pw,-1,-1,-1,0,1,6,10,1,7,0,5.00,-1,-1
ecobit.space,space,-1,-1,-1,0,2,16,150,1,4,0,5.00,-1,2.5
toxic.cash,cash,7,1895,41,7.69,13,0,0,1,22,1,1,0,1.5
f1-finance.com,com,7,70,5,12.5,8,4,4,1,22,0,119.00,1,5.0
yahoours.com,com,-1,47,6,30,10,3,3,1,7,1,137.00,-1,60.0
cryptorobot.biz,biz,2,3282,71,37.5,8,0,0,1,20,1,1,1,6.0
maxibit.biz,biz,7,-1,-1,0,1,0,4,1,0,0,0.00,1,40.0
toramfinance.com,com,-1,1246,144,50,2,2,4,1,10,0,45.00,-1,70.0
interactive.best,best,21,230,5,33.33,3,3,0,1,24,0,0.00,0,2.2
investors-place.pw,pw,-1,-1,-1,-1,-1,10,140,1,0,0,-1,-1,100.0
abu-finance.com,com,33,1629,39,16.67,12,0,7,1,25,2,1,-1,1.07
infiniticars.club,club,16,140,4,0,6,3,0,1,17,0,354.00,0,7.0
fx-sharecompany.cc,cc,-1,-1,-1,-1,-1,8,11,1,9,0,-1,-1,50.0
gaintrend.net,net,10,-1,-1,0,2,2,5,0,11,0,20.00,1,5.0
extorm.top,top,6,2035,54,0,4,0,10,1,0,3,19.00,-1,5.0
btcera.biz,biz,6,2094,68,18.18,11,7,0,1,17,0,1,0,6.0
bitdiodex.biz,biz,1,230,13,0,2,7,3,1,19,0,50.00,0,4.25
fincorp.tech,tech,6,10,1,0,3,5,1,1,0,1,49.00,0,12.8
g-earning.biz,biz,2,109,8,0,1,1,1,1,0,0,20.00,1,4.38
trade-in.ltd,ltd,-1,-1,-1,-1,-1,4,2,1,0,1,-1,-1,5.0
megamarket.pw,pw,-1,-1,-1,0,1,21,15,1,7,0,5.00,-1,50.0
bitcoin-chain.pw,pw,-1,-1,-1,-1,-1,58,56,1,0,0,-1,-1,34.4
arotrading.cc,cc,4,2020,48,50,4,1,0,1,20,1,1,1,3.84
