url,zone,days,total invested,deposits number,TopListPrc,monitors number,design,text,licence,forums,reviews,listings,firstLap,plans
futurenaw.com,com,365,2192,26,75,4,6,23,1,11,0,0,1,0.6
hour888.com,com,364,231400,13666,77.78,18,0,0,1,10,0,0,1,35.76
lomba-group.com,com,363,48603,69,16.67,6,0,0,0,13,5,89,0,0.48
worldcorp.club,club,363,500,1,100,1,0,0,0,0,0,0,0,0.38
airbitclub.io,io,361,181828,1089,37.93,29,0,0,1,9,4,206,1,9
hourtrust.com,com,357,66329,2495,83.33,18,1,2,1,19,0,0,1,12
bizzilion.com,com,354,37975,140,65.71,35,2,0,1,17,22,0,1,0.8
primeinvestment.net,net,353,1160,33,87.5,8,0,0,0,12,0,0,0,5
hourlyrich.com,com,352,24370,1446,100,6,0,0,0,5,0,0,1,5.71
gulexfund.com,com,349,50,1,70,10,2,0,0,1,0,0,1,1.5
payinvest.biz,biz,349,173601,9946,70,10,1,1,0,11,0,0,1,21.6
motormoney.org,org,347,3807,12,100,1,14,0,0,1,0,0,1,0.83
itbusc.com,com,346,4798,86,66.67,9,0,0,0,17,9,0,1,0.8
investhour.club,club,343,30,2,100,1,734,302,1,7,0,0,1,4.25
coinroi.com,com,343,22089,1374,100,5,0,1,1,0,0,0,1,3
ledgeneration.global,global,342,6473,92,72.73,33,2,0,1,17,9,0,1,1.45
profitinity.com,com,341,262172,4238,6.9,29,3,0,1,20,8,1,1,2
cryptolia.net,net,341,4984,49,66.67,12,3,3,1,12,1,0,1,25
cryptoct.biz,biz,341,30,3,66.67,3,17,0,1,8,0,0,1,1
tp-fxpro.com,com,341,75150,3346,60,10,0,0,0,5,0,0,1,8
tcompanyonline.com,com,340,3412,69,77.78,9,1,0,0,15,7,0,1,0.8
perfect-group.biz,biz,340,70,1,50,4,753,13,1,4,0,0,1,2
lk.invest-progress.com,invest-progress,339,43,3,100,1,0,0,0,0,0,0,0,0.38
tcomonline.com,com,336,300,1,100,1,1,0,0,0,2,0,1,777
cryptogram.ltd,ltd,333,5107,89,66.67,9,1,0,1,2,4,0,1,4
club-betal.org,org,332,255,9,75,4,5,3,1,1,1,0,1,5
24bitdeposit.com,com,331,253343,7727,72,25,1,0,1,20,1,0,1,19.44
hihourly.com,com,330,25525,1198,100,5,0,0,0,9,0,0,1,40
croaticaa.com,com,328,149,6,100,1,0,0,0,0,0,0,1,97.92
dependablegain.com,com,327,9505,202,11.11,27,0,89,1,22,2,661,1,2.1
eostrade.market,market,327,55940,680,42.86,49,0,0,1,22,25,1,1,1.2
caribbean-dream.biz,biz,323,85105,567,67.92,53,0,0,0,18,26,0,1,1
edsuc.com,com,323,9529,740,100,4,0,0,0,8,0,0,1,20
caremed.life,life,320,16046,161,100,8,1,0,1,5,2,0,1,2.64
xarra.in,in,320,24794,426,72.73,11,1,0,1,6,0,0,1,1
intexfund.com,com,319,3589,130,78.57,14,754,1,1,13,0,0,1,2.2
lucrativeshares.com,com,317,23958,479,13.64,22,1,0,1,19,5,1,1,3
intelligic.biz,biz,317,88530,526,100,15,0,0,1,8,0,0,1,3
bestusd.com,com,317,27503,534,81.25,16,0,0,1,18,0,0,1,35.04
luxury-melanta.com,com,315,7956,360,100,2,0,0,0,3,0,0,1,5
unityinc.ltd,ltd,313,960,5,50,4,0,0,1,5,1,27,1,0.7
cc-bank.info,info,313,13420,571,46.15,13,8,73,1,11,3,40,1,26.4
dollarsvalley.com,com,313,660,7,80,5,2,118,1,13,0,0,1,20
investellect.net,net,312,81030,512,73.33,15,0,0,0,9,0,0,1,1.2
traders-alliance.com,com,311,17288,448,94.12,17,0,0,1,15,0,0,1,1
pammex.co,co,309,332,29,100,1,0,0,0,4,0,0,1,50.06
trustyhour.com,com,308,30885,1860,83.33,12,0,0,0,10,0,0,1,20.64
5inv.biz,biz,308,35237,1177,100,8,0,0,0,12,0,0,1,2.2
right-am.com,com,304,1465,49,100,4,0,0,0,20,2,0,1,1.8
bdctly.co,co,303,1121,96,100,8,0,0,0,5,0,0,1,20
biologic.biz,biz,301,2146,51,85.71,7,1,0,1,6,0,0,1,0.7
supercrypto.biz,biz,297,449998,11577,30.23,43,10,2,1,22,7,789,1,21.12
investcentre.biz,biz,297,316209,3650,71.79,39,4,0,1,20,10,0,1,40
maxprofit-ltd.com,com,295,250,25,100,1,0,0,0,5,0,0,1,1
tai-invest.com,com,294,830,13,0,2,0,0,1,11,1,599,0,1.2
ccc8.co,co,287,17511,309,88.89,36,1,0,1,19,11,0,0,1
incor-partners.com,com,285,2082,15,100,2,0,0,0,0,0,0,1,1.5
edelweiss5.com,com,285,9372,47,100,3,0,0,0,1,0,0,0,0.3
hourly-cash.com,com,283,135,14,100,1,9,6,1,6,0,0,1,1
aptian.net,net,283,87086,1298,100,2,0,0,0,5,0,0,1,0.5
ecrevol.com,com,282,37033,750,72.73,11,0,0,1,6,0,0,1,1
ehasher.com,com,281,18394,1235,100,10,15,0,1,9,0,0,1,3.33
mind10.com,com,281,14245,298,100,1,0,0,0,0,0,0,1,5
nevistrade.biz,biz,280,21237,338,28.57,42,0,0,1,21,15,3,1,2.5
goldrentier.com,com,280,100,2,100,1,3,0,0,4,0,0,0,4
avtomain.com,com,279,3582,154,88.89,9,0,0,1,17,6,0,0,1
hourpaid.com,com,279,15341,951,76.92,13,0,0,0,8,0,0,1,21.6
coinscircle.biz,biz,278,134299,8138,72.73,11,2,0,0,4,0,0,1,26.64
resonance-capital.eu,eu,277,161397,364,100,1,0,0,0,0,0,0,0,12
fundvister.com,com,275,20314,368,83.33,18,749,0,1,12,2,19,1,1.15
bbsheldon.com,com,273,53085,235,26.67,15,1,0,0,13,9,351,1,0.9
strongcoin.biz,biz,273,2928,168,80,5,69,2,1,12,0,0,1,1.2
silovia.net,net,272,222058,2404,0,15,0,0,1,7,2,963,1,1
coinsframe.com,com,270,194,28,100,1,5,13,1,9,0,0,1,20
c-b.info,info,269,27974,216,60,10,49,5,1,12,0,37,1,1.5
bankofbanks.cc,cc,269,2125,38,83.33,6,0,0,0,4,0,0,1,2
maryprofit.club,club,268,2110,153,75,4,760,0,1,4,0,5,1,4.3
skyllex.com,com,267,41916,225,100,1,0,0,0,0,0,0,1,1.67
coinzinc.com,com,266,325672,15247,80,25,31,0,1,18,0,0,1,34.8
internationalreserve.com,com,266,2364,17,100,8,0,0,0,11,0,0,1,100
way-capital.com,com,265,30081,174,76.92,13,5,0,0,17,5,0,1,1.5
gameoflotto.com,com,264,12729,4,100,2,0,0,0,0,0,0,1,0.6
bittank.club,club,263,49755,516,100,6,0,0,0,6,0,0,1,0.96
uplinerr.com,com,262,76889,1932,80,5,0,0,0,8,0,0,1,30
z-fx.biz,biz,260,1088,36,75.86,29,1,0,0,16,2,0,1,7
hooplex.com,com,259,165918,915,44.23,52,0,0,0,16,16,3,1,0.7
tessline.com,com,258,415,5,75,4,0,0,0,15,2,0,1,1.6
macindgroup.com,com,257,18320,216,100,4,0,0,0,12,0,0,1,0.8
hourlyer.com,com,256,2525,211,100,11,12,2,1,9,0,0,1,48
ethereum-mining.biz,biz,254,4370,203,100,1,0,0,0,4,0,0,1,3.84
myearn.io,io,252,5045,138,22.22,9,0,6,1,1,1,54,1,0.8
magnuscapitalcenter.com,com,252,8091,78,50,4,0,0,0,8,2,0,0,0.67
rankinvest.top,top,251,30333,228,90.91,11,22,40,1,13,0,0,1,15.6
payinhour.com,com,250,17685,725,68,25,0,32,0,12,3,30,1,20.64
roicool.com,com,250,9258,788,100,7,3,0,1,9,0,0,1,3.43
roba.world,world,250,20,2,100,2,234,3,1,0,0,0,1,8
cryptex.ltd,ltd,250,26,2,100,1,757,0,0,0,0,0,1,0.5
simple-hyip.top,top,250,50,5,66.67,3,0,0,0,1,0,0,1,8
betonpoker.biz,biz,249,10931,78,100,2,0,0,0,0,0,0,0,0.6
oil-sands.com,com,248,66561,790,81.82,11,0,0,1,4,1,0,1,4
hourlyroi.club,club,248,9866,591,100,5,0,0,0,3,0,0,1,8
hourlybitcoinmining.co,co,247,425,34,100,1,0,0,0,6,0,0,1,6
fitcoins.biz,biz,245,20,2,100,4,0,0,0,4,0,0,1,1.8
cryptobalance.biz,biz,245,78632,1358,84.21,19,0,0,0,13,0,0,1,100
bitlandis.com,com,241,40465,672,85.11,47,10,0,1,20,3,0,1,2.2
forexking.biz,biz,240,217485,1493,100,1,0,0,1,0,0,0,1,2.1
cmidx.com,com,239,20320,112,100,1,1,1,0,0,0,0,1,0.48
coinminersltd.com,com,239,10,1,66.67,3,6,2,1,7,0,0,1,1
algorithm-project.com,com,238,115,8,100,4,0,1,1,18,0,0,1,2
ethtrade.club,club,238,2765,4,66.67,3,0,0,0,17,0,0,1,0.67
hourlybest.com,com,238,13360,1022,100,8,15,2,0,12,0,0,1,3.43
safeinvltd.com,com,238,10,1,75,4,0,0,0,0,0,0,0,3
web-hash.com,com,237,235,10,100,2,3,0,1,1,0,0,0,0.3
azinvestment.net,net,237,2914,87,80,10,0,0,0,14,0,0,0,1
dowoption.com,com,236,20876,294,78.57,14,5,0,1,16,0,99,1,1.1
btcberry.com,com,236,9582,581,84.62,13,0,0,0,12,0,0,1,21
onecoince.com,com,234,3171,54,0,19,750,519,1,15,2,424,1,2.2
joindeposit.com,com,234,123457,4062,79.17,24,0,1,1,21,0,0,1,13.92
aimvestment.com,com,234,50,1,71.43,7,0,0,0,6,0,0,1,0.2
wokingprofit.com,com,232,950,5,30.77,13,1,0,0,3,0,60,1,10
hourmining.com,com,232,173164,9028,77.78,9,0,0,0,8,0,0,1,21.6
incomeex.com,com,232,4316,166,71.43,14,0,0,0,4,0,0,1,6
atlanticoil.biz,biz,231,24769,487,73.33,30,0,0,1,11,8,0,1,40
elegantearn.biz,biz,228,1895,36,81.82,11,1,3,1,8,0,30,1,3.7
weenzee.com,com,228,152093,760,79.69,64,0,0,0,16,10,200,1,0.65
forexdi.com,com,227,8918,96,11.11,9,754,543,1,19,0,126,1,1.2
absintheinvest.com,com,227,7523,193,80,10,747,357,1,5,1,0,1,3
hourltc.biz,biz,227,33594,2079,100,13,17,2,1,13,0,0,1,2.5
forexvariation.com,com,227,18833,231,83.33,6,0,0,0,0,0,0,1,1
famousbtc.com,com,226,45285,2522,75,12,0,0,0,7,0,0,1,8
constantraders.com,com,224,2660,23,25,12,0,0,1,18,3,534,1,2
world-mining.net,net,224,67030,349,100,15,1,0,0,14,3,0,0,0.9
investsar.com,com,224,19765,1480,85.71,14,17,0,1,14,0,0,1,25.92
beam-profitglobal.com,com,223,1310,18,0,1,0,12,0,1,0,299,1,15.71
hashearn.com,com,222,19914,1518,100,9,28,0,1,8,0,0,1,92
subsoil.company,company,221,21627,271,66.67,6,752,0,1,2,0,0,1,0.75
bet8limited.com,com,220,8962,141,100,1,0,0,0,5,0,0,1,0.8
rent-buildings.com,com,220,22006,406,72.73,11,0,0,0,9,0,0,0,3
jonason-inv.com,com,220,130,9,80,5,0,0,0,5,0,0,1,350
forexkong.biz,biz,219,89275,804,37.5,64,0,0,1,21,15,3,1,2.1
bigcryptoinv.com,com,219,108792,910,72.73,11,20,0,1,13,0,0,1,0.3
exeons.com,com,216,106051,433,75,8,9,0,1,19,2,0,1,2
crypto-trader.ltd,ltd,215,170855,2990,94.74,19,4,0,1,16,2,0,1,1
statum.global,global,214,2090,25,80,10,2,0,0,10,4,0,1,1.1
dreamative-inv.com,com,214,225,11,63.64,11,0,0,0,7,1,0,1,1
buratos.in,in,213,13823,43,100,6,6,0,1,4,1,0,0,0.75
rubstocks.com,com,212,7866,102,37.5,8,0,0,1,7,7,0,1,21.6
billbergs.com,com,212,146,18,100,1,0,0,0,3,0,0,1,20
titanway.biz,biz,211,7352,162,13.33,15,0,0,1,12,1,242,1,4
usd.capital,capital,210,25281,258,12,25,0,0,0,21,7,1,1,2.1
bitcohourly.com,com,210,139982,6952,57.14,7,1,0,1,6,0,0,1,20.88
cryptoglax.com,com,209,26507,319,62.5,8,0,0,1,8,3,69,1,1.2
btc-pro.biz,biz,209,180816,3184,87.18,39,6,3,1,16,5,0,1,4
zioxocrypto.com,com,209,10,1,66.67,3,2,1,1,0,0,0,1,1
dshfinance.com,com,208,109376,691,77.5,40,5,0,1,11,10,0,1,1.5
fxoption.biz,biz,205,38015,280,72.22,18,747,220,1,15,3,0,1,5.5
visimifinance.com,com,205,212932,1770,73.68,19,4,2,1,10,5,0,1,2.1
bistinvest.com,com,205,8325,243,90.48,21,0,0,0,15,0,0,1,1
bitdig.net,net,205,1425,14,77.78,9,0,0,0,7,0,0,1,6
criptomoneyprofit.com,com,203,401,7,33.33,3,753,506,1,0,0,107,0,0.5
c7bit.com,com,203,4880,95,100,2,0,0,0,6,0,0,1,0.77
neptune-mining.net,net,202,25987,573,10.34,29,1,20,1,14,6,346,1,1.5
coinsipo.com,com,202,151157,8789,75,12,2,0,1,4,0,0,1,28.32
staccess.biz,biz,201,6916,75,81.25,16,665,340,1,10,0,0,1,2.5
bigbitcoinbank.com,com,198,9862,16,85.71,7,1,0,0,12,4,0,1,0.2
ullasinvestment.com,com,198,70,5,62.5,8,1,0,0,3,0,0,1,20
cryptomillennium.biz,biz,197,7660,140,90,10,758,0,1,9,0,0,1,2
beatrise.org,org,197,1728,46,100,1,0,0,0,0,0,0,1,1.65
rich-bank.com,com,197,628,29,0,1,0,0,0,0,0,0,0,0.8
hourxo.biz,biz,196,585704,25557,14.29,35,1,0,0,17,8,784,1,25.92
sailing-trip.club,club,196,145727,1809,71.43,7,755,0,1,3,3,0,1,0.8
hourida.com,com,196,7377,506,100,11,32,8,1,13,0,0,1,3.53
noxeem.com,com,194,11632,187,70,10,0,0,1,15,1,0,1,5
oxogafinance.com,com,194,28278,336,50,6,751,165,1,9,0,0,1,0.8
rombus-group.com,com,193,1020,15,50,12,0,0,1,20,5,1,1,0.8
ioxtrades.com,com,193,7015,177,76.92,13,1,75,1,4,0,0,1,17
alternomica.com,com,193,3745,129,100,2,0,0,1,5,0,0,1,4
springfunds.biz,biz,192,170,14,50,2,0,0,0,4,0,0,0,0.8
aparthotelnetwork.com,com,191,1772,19,25,4,0,0,0,1,6,0,0,0.6
spotgroup.trade,trade,191,10220,4,0,5,3,0,0,7,6,0,0,2
cryptonion.io,io,191,9286,111,100,2,5,0,1,4,0,0,0,1.25
superhour.biz,biz,190,374651,10976,12.5,48,6,2,1,22,11,1,1,25.2
crypto-shark.com,com,190,8791,72,78.57,14,0,0,1,11,5,0,1,5
trade-advice.pro,pro,190,3490,108,100,1,0,0,0,4,0,0,1,1.2
investexo.com,com,189,2777,43,57.14,7,0,0,1,2,0,0,1,12
orixebank.com,com,189,70291,452,75,8,717,0,0,5,0,0,1,0.71
cryptoinvestfinance.com,com,189,2310,126,100,1,0,0,0,3,0,0,1,30
getcash.pro,pro,187,560,15,33.33,3,0,0,0,23,1,180,1,7.5
hourlyoil.com,com,187,6734,400,100,6,0,0,0,12,0,0,1,5.33
pluto-mining.net,net,186,43543,963,82.86,35,1,0,1,17,2,19,1,1.5
coinsprotect.com,com,186,548,3,100,3,721,0,1,11,0,0,1,20
macao-lotto.com,com,186,13732,199,83.33,6,0,0,0,4,0,0,1,2
isv-group.io,io,185,380,7,50,2,0,0,0,6,4,0,0,1.7
2bit-generation.biz,biz,185,9092,219,100,2,0,0,0,3,0,0,1,0.7
tradeex.pro,pro,185,20138,225,100,2,0,0,0,4,0,0,0,1
continualavail.com,com,184,6063,120,100,11,0,1,1,6,0,0,0,1.5
brixorfinance.com,com,183,32140,274,66.67,9,749,175,1,5,0,0,1,0.6
introdatadollar.com,com,183,35,2,66.67,3,31,1,1,7,0,0,1,1
inbitgo.com,com,182,314,17,100,2,750,276,1,4,0,0,1,5
shavainvest.com,com,182,5790,233,80,10,6,0,0,11,1,0,1,1
arena-investments.com,com,182,5430,182,100,1,0,0,0,4,0,0,1,5.5
hpxcrypto.com,com,181,7240,60,100,2,5,0,0,2,1,0,1,4.24
coinextender.com,com,181,12033,15,87.5,8,0,0,1,19,1,0,1,1.45
hourincome.com,com,181,11440,637,100,1,0,0,0,3,0,0,1,26.4
crypto-credit.cc,cc,181,165,10,100,1,0,0,0,3,0,0,1,2.4
mental-invest.com,com,180,11580,167,38.89,36,2,0,1,16,13,723,1,0.5
privateclub.biz,biz,180,20469,384,80,30,21,0,1,20,3,0,1,4
icurrent.global,global,179,37569,206,84.21,19,0,0,1,6,4,0,1,10
akopium.com,com,179,2541,15,94.12,17,0,0,1,19,6,0,0,0.7
skywayinvestgroup.eu,eu,179,42042,233,77.78,9,1,1,1,11,0,0,1,35.04
mincotrades.com,com,179,767,32,100,3,0,0,0,3,0,0,1,88
teachmecash.com,com,178,1800,9,42.86,7,0,0,0,2,7,1,0,90
wikrate.com,com,178,3946,71,14.29,7,756,558,1,1,0,100,1,1
archemous.com,com,178,194424,1944,76.92,13,237,174,1,5,4,114,1,2.5
broker-center.com,com,178,2250,20,100,3,748,361,1,2,1,0,1,2.2
airlanes-logitech.com,com,176,110846,2528,83.33,6,0,0,0,3,0,0,1,777
skyrealty.biz,biz,175,10887,136,16.67,6,738,0,1,16,0,144,1,0.6
sonextrade.pro,pro,175,385,7,66.67,3,0,0,1,2,1,0,1,2
escading.com,com,174,11125,110,70.59,17,748,254,1,10,2,0,1,2.1
bit4pro.com,com,174,64521,1331,100,5,758,103,1,9,0,0,1,1
wallst-investment.com,com,174,179,15,100,1,0,0,0,11,0,0,1,25
cashluxe.trade,trade,173,3861,17,69.57,23,2,0,0,13,19,0,0,0.62
trusthourdeposit.com,com,173,189630,5021,82.76,29,10,0,1,15,2,0,1,21.12
lighterbit.com,com,173,50984,374,84.62,13,0,1,1,22,3,0,1,2
cryptone.biz,biz,173,4528,66,100,3,0,0,1,4,1,0,1,3.33
bitboom.biz,biz,173,255,10,100,1,0,0,0,3,0,0,1,24
btcyieldprograms.com,com,172,11552,217,100,6,3,0,1,10,0,0,1,3
hourbtc.com,com,172,156334,4980,72.22,18,0,5,1,5,1,0,1,20.88
ethralbit.com,com,172,604845,8549,90.48,21,12,0,1,20,2,0,1,1.2
cryptobox.group,group,172,4498,9,100,2,0,0,0,9,0,0,0,1.5
hourcryto.com,com,172,83315,4198,100,13,10,1,1,13,0,0,1,4.5
openinvestments.biz,biz,172,7317,352,100,13,0,0,0,9,3,0,1,1
yokg.com,com,172,314,7,100,3,0,0,0,1,0,0,1,2.1
evaxon.com,com,172,1975,70,100,1,0,0,0,5,0,0,1,0.8
oncloud9.biz,biz,171,21555,124,0,7,0,0,1,14,3,62,1,0.9
bitatomix.com,com,171,60868,420,62.96,27,2,0,1,20,8,1,1,8
money-never-sleep.com,com,171,2773,17,100,2,15,0,1,6,2,0,1,227
cryptoprogress.cc,cc,171,16931,212,100,8,759,53,1,8,1,0,1,1
bitgroup.trade,trade,171,107729,805,100,10,729,0,0,8,2,0,1,1
wolfinvest.biz,biz,171,209055,3453,83.33,24,4,0,0,9,1,0,0,0.8
uproi.club,club,171,6611,613,100,7,0,0,0,10,0,0,1,50
hourmining.biz,biz,170,16940,1287,100,14,18,2,1,7,1,0,1,24
rbtcinv.com,com,170,26540,367,50,4,0,0,0,5,0,0,1,1.5
hourlyprofit.cc,cc,169,8766,227,100,1,0,0,0,6,0,0,1,97.92
atomic-horizons.com,com,169,88191,1012,85.71,14,0,0,0,11,0,0,1,2.5
barings-capital.com,com,169,70,7,100,3,0,0,0,4,0,0,0,5.5
ftgroup.net,net,168,450,2,77.78,9,0,0,0,11,2,20,1,1.2
usd.science,science,168,25,1,100,2,3,2,0,7,0,0,1,4.25
next-income.biz,biz,168,100,4,80,5,2,0,1,3,0,0,1,40.8
x9.ltd,ltd,167,37432,1866,72.22,18,1,0,1,11,2,0,1,25.2
superbtc.biz,biz,167,238173,6440,77.78,27,20,0,1,19,1,0,1,21
startupfund.ltd,ltd,166,2451,130,50,6,0,0,0,11,8,0,1,3
sigmatrade.biz,biz,166,39787,438,100,9,0,0,1,10,2,0,1,2
coinck.com,com,166,1460,81,85.71,7,0,0,0,7,0,0,1,12
minercheap.com,com,165,5967,20,14.29,7,0,55,1,1,0,16,1,0.5
best-sports.org,org,165,2014,59,100,3,2,0,1,9,1,0,0,1
cpiclub.co,co,164,1668,46,20,5,0,0,0,8,2,189,1,1
altoria.group,group,164,2484,72,100,13,296,0,1,9,2,0,1,0.55
mantarin.org,org,162,1590,19,40,5,0,0,1,6,4,0,0,0.71
frolicdeal.com,com,162,1779,62,100,1,0,0,0,1,0,0,1,2
nanoblock.org,org,162,877,11,100,3,0,0,0,0,0,0,1,2
genesistrade.fund,fund,161,176297,1639,25.49,51,0,0,0,30,20,3,1,1.71
aquilon.trade,trade,160,3604,33,55.56,9,1,0,0,7,4,0,1,1
hash-mlm.com,com,160,670,8,100,1,0,0,0,4,0,0,1,2.64
crypto-harbor.org,org,159,116662,547,20,60,0,0,1,18,30,1,1,1.21
omiorfinance.com,com,159,542357,3164,80.56,36,0,0,1,15,3,0,1,2.1
helionbit.com,com,159,360,23,100,1,0,0,0,3,0,0,1,1
cryptooceancorporation.biz,biz,159,487,11,100,1,0,0,0,3,0,0,1,3
ukpme.com,com,159,23999,372,75,4,0,0,0,6,0,0,1,1.8
btcarb.biz,biz,158,13720,333,100,5,754,0,1,5,1,0,1,14
amarexinvest.com,com,158,12489,205,100,1,0,0,0,0,0,0,1,1.5
oilgasolineltd.com,com,157,85,2,66.67,3,1,0,1,7,0,0,1,1
alfaunion.biz,biz,157,54995,688,72.22,18,0,0,1,19,7,0,1,2.1
octoin.com,com,157,17577,100,100,10,0,0,0,12,1,0,1,30
stabilityincome.com,com,157,880,32,100,1,0,0,0,0,0,0,1,2.5
majesticgloballimited.com,com,157,100,1,100,1,0,0,0,11,0,0,0,0.27
zimikfinance.com,com,156,40558,377,57.14,7,748,196,1,5,1,0,1,0.5
investine.net,net,156,3235,66,75,12,17,0,0,4,0,0,1,1.4
vitaminvest.com,com,156,13135,371,50,4,0,0,0,0,0,0,1,1.1
InstantAction.biz,biz,156,6076,536,92.31,13,0,0,0,12,0,0,1,24
advisorinvest.biz,biz,156,98360,2780,75,16,0,0,0,11,0,0,0,2.2
awers.trade,trade,155,5636,148,30,10,753,536,1,5,1,108,1,1
giant-gains.com,com,155,180,9,100,4,1,0,1,7,2,0,1,1.34
bengaltigerhyip.xyz,xyz,155,10,1,100,1,0,0,0,3,0,0,1,1
instantlywithdrawal.com,com,155,7,2,100,1,0,0,0,0,0,0,1,5
cloudvibe.club,club,154,16999,371,90,10,4,0,1,16,1,0,1,1.8
doc-maining.com,com,154,80,2,81.25,16,754,88,1,15,0,0,0,2.17
waazme.com,com,154,51765,823,80,25,3,0,1,16,4,0,1,60
antminer.farm,farm,153,480,10,90.91,11,0,0,0,7,1,0,1,2
pluralz.com,com,153,3575,100,95,20,11,0,1,9,0,0,1,5
splitt.co,co,153,41503,244,85,40,0,0,0,18,12,0,1,2.64
palmyrtrade.com,com,153,38877,233,50,4,729,66,1,5,0,0,1,0.8
okhourly.com,com,153,2615,178,87.5,8,0,0,0,9,0,0,1,4.11
cryptotraders.net,net,153,3394,306,100,5,0,0,0,5,0,0,1,25
nosdaq-fund.com,com,152,957,16,100,4,751,468,1,1,0,0,1,2.1
winstonbank.com,com,151,76102,781,68.75,16,17,0,1,10,4,0,1,20
cryptogrowfat.club,club,151,12187,229,100,6,758,132,1,16,0,0,0,1
imperium.house,house,151,450,9,100,3,1,0,1,9,1,0,0,0.5
investmentbunker.com,com,151,25,1,100,2,0,0,0,0,0,0,1,5
avosclub.biz,biz,150,1649,52,85.71,7,4,2,1,9,0,0,1,1.5
relyus.cc,cc,150,16971,367,100,4,757,48,1,2,0,0,1,97.44
nisontech.com,com,150,48060,224,100,9,757,38,1,6,1,0,1,2.1
fantasticdeposit.com,com,150,12827,778,90,10,0,0,0,9,0,0,1,25.92
omifinance.biz,biz,149,755,12,62.5,8,748,442,1,10,0,0,1,0.7
atlantisip.net,net,149,2608,29,0,1,0,0,1,0,1,0,1,0.8
bitbuster.io,io,149,7490,111,95.65,23,0,0,1,14,1,0,0,1.45
globaloffice.me,me,149,22957,321,87.5,16,0,0,1,11,3,0,1,1.5
airbexdelivery.com,com,149,42542,388,78.95,19,1,0,1,4,7,0,1,5.2
bthorizon.co,co,149,83630,279,75,4,0,0,1,4,0,0,1,2.21
hourtime.biz,biz,148,10664,634,100,11,36,4,1,10,0,0,1,8
usdonline.org,org,148,6502,48,50,4,2,0,0,9,0,0,1,21.6
1dailycoin.com,com,148,10179,361,55.56,9,0,0,0,8,0,0,1,1
emavest.com,com,147,3391,77,100,4,751,234,1,0,0,0,1,3.2
oilprofit.io,io,147,2000,29,57.14,7,14,7,1,13,0,0,1,1
worldfranchisepro.com,com,147,405,7,85.71,7,2,0,1,4,0,0,1,0.8
howellbit.com,com,147,13835,281,80.65,31,1,0,1,15,2,0,1,5
investchanger.com,com,146,3663,52,78.57,14,8,0,1,10,0,0,1,2
hcptrades.com,com,146,43317,573,93.75,16,755,86,1,12,4,0,1,2.1
hourfrist.com,com,146,12895,853,100,6,0,0,0,9,0,0,1,3.33
forextrend.biz,biz,145,1963,20,66.67,3,0,0,1,4,1,0,1,2.1
doubly.io,io,145,13596,108,80,35,0,0,0,12,13,400,1,16.32
blazmoney.com,com,145,27216,412,73.91,23,1,0,1,16,2,0,1,4
medicalcrystal.com,com,144,2170,28,25,4,6,5,1,6,0,238,1,0.5
e-capital.club,club,144,40595,1002,75,4,755,97,1,8,1,0,1,2.2
latergain.com,com,144,5601,294,68.75,16,3,2,1,9,1,0,1,25
revanza.net,net,144,1686,96,100,1,0,0,0,4,0,0,1,51.43
mnmaker.club,club,143,12003,308,16.67,6,763,570,1,11,2,109,1,1.44
ariabit.co,co,143,3600,44,100,2,749,466,1,2,1,0,1,3
starbankgroup.com,com,143,10873,96,83.33,6,3,2,1,4,1,0,1,4
new-empire.org,org,143,10,1,100,1,1,0,0,1,1,0,1,15
elizion.org,org,143,41913,424,66.67,3,0,0,0,4,0,0,1,60
fundsuperior.com,com,142,25990,561,13.64,22,0,24,1,30,4,1,1,0.8
topmaklers.biz,biz,142,5867,151,36,25,9,0,1,21,9,228,1,3
luxury-crypto.com,com,142,19378,284,92.31,13,755,140,1,14,5,0,1,1.8
mellson.biz,biz,142,47492,425,100,14,753,0,1,13,0,0,1,2.1
nextgenpolis.com,com,142,2267,133,100,1,0,0,0,4,0,0,1,2
cargotown.company,company,142,494,60,100,4,0,0,1,4,0,0,1,8
trust-premier.com,com,142,39832,308,81.82,11,0,0,0,10,0,0,1,0.4
livecreditinv.com,com,141,870,33,100,4,7,0,1,8,1,0,1,0.77
fastloans.cc,cc,141,204641,1941,80,10,0,0,1,2,5,0,1,1.43
bitcoin-holding.com,com,141,3,1,100,1,0,0,0,18,0,0,1,1.5
cryptofuture.ltd,ltd,141,1321,100,100,4,2,0,1,6,1,0,1,1
offshore-allianze.com,com,141,191,20,100,1,0,0,0,3,0,0,1,6.6
depositltd.com,com,141,20780,1319,87.5,8,1,2,0,4,0,0,1,26.4
lensengroup.com,com,141,46684,760,100,2,0,0,0,4,0,0,1,5
adkfutures.com,com,140,146496,807,21.05,19,753,528,1,10,3,301,1,2.1
earnhigh.info,info,140,1893,47,88.89,9,0,1,1,10,0,0,1,3
treecorpus.com,com,140,2219,57,63.64,11,25,0,1,8,2,0,1,2
hourbenefit.com,com,140,62897,3086,71.43,14,1,1,1,20,0,0,1,26.4
signumtrade.biz,biz,139,32539,742,76.32,38,7,0,1,13,10,0,1,3
cbcgroup.global,global,139,459928,2235,77.27,22,0,0,1,16,6,0,1,1.5
profitable.loan,loan,139,1204322,4759,100,11,4,0,1,4,1,0,1,2
just-hour.biz,biz,139,90,4,100,1,757,0,0,4,0,0,1,4.25
